CpG_chrm	CpG_beg	CpG_end	beta
chr1	1222941.0	1222943.0	0.56
chr1	1223441.0	1223443.0	0.62
chr1	1225218.0	1225220.0	0.88
chr1	1225780.0	1225782.0	0.32
chr1	1226775.0	1226777.0	0.88
chr1	1226928.0	1226930.0	0.92
chr1	1227137.0	1227139.0	0.97
chr1	1227306.0	1227308.0	0.86
chr1	1228382.0	1228384.0	0.96
chr1	1228989.0	1228991.0	0.88
chr1	1229104.0	1229106.0	0.83
chr1	1229111.0	1229113.0	0.98
chr1	1229350.0	1229352.0	0.87
chr1	1229588.0	1229590.0	0.97
chr1	1230072.0	1230074.0	0.99
chr1	1230439.0	1230441.0	0.8
chr1	1230918.0	1230920.0	0.85
chr1	1230999.0	1231001.0	0.9
chr1	1231877.0	1231879.0	0.68
chr1	1232481.0	1232483.0	0.91
chr1	1233541.0	1233543.0	0.83
chr1	1234353.0	1234355.0	0.96
chr1	1234366.0	1234368.0	0.94
chr1	1234843.0	1234845.0	0.92
chr1	1235429.0	1235431.0	0.95
chr1	1237202.0	1237204.0	0.87
chr1	1238435.0	1238437.0	0.61
chr1	1238594.0	1238596.0	0.79
chr1	1238677.0	1238679.0	0.72
chr1	1238701.0	1238703.0	0.41
chr1	1238796.0	1238798.0	0.57
chr1	1239258.0	1239260.0	0.03
chr1	1239998.0	1240000.0	0.03
chr1	1241086.0	1241088.0	0.09
chr1	1241671.0	1241673.0	0.01
chr1	1242729.0	1242731.0	0.04
chr1	1242731.0	1242733.0	0.02
chr1	1242756.0	1242758.0	0.03
chr1	1242894.0	1242896.0	0.01
chr1	1242996.0	1242998.0	0.01
chr1	1243002.0	1243004.0	0.02
chr1	1243459.0	1243461.0	0.04
chr1	1243561.0	1243563.0	0.06
chr1	1243563.0	1243565.0	0.01
chr1	1243572.0	1243574.0	0.09
chr1	1243668.0	1243670.0	0.44
chr1	1244059.0	1244061.0	0.49
chr1	1244355.0	1244357.0	0.94
chr1	1244643.0	1244645.0	0.71
chr1	1245013.0	1245015.0	0.96
chr1	1245039.0	1245041.0	0.86
chr1	1245075.0	1245077.0	0.89
chr1	1245183.0	1245185.0	0.91
chr1	1245696.0	1245698.0	0.93
chr1	1245707.0	1245709.0	0.86
chr1	1246413.0	1246415.0	0.77
chr1	1246906.0	1246908.0	0.86
chr1	1247928.0	1247930.0	0.92
chr1	1248232.0	1248234.0	0.95
chr1	1248341.0	1248343.0	0.98
chr1	1249366.0	1249368.0	0.85
chr1	1251230.0	1251232.0	0.98
chr1	1251321.0	1251323.0	0.96
chr1	1253969.0	1253971.0	0.92
chr1	1254227.0	1254229.0	0.94
chr1	1254481.0	1254483.0	0.96
chr1	1254546.0	1254548.0	0.61
chr1	1256512.0	1256514.0	0.02
chr1	1257580.0	1257582.0	0.01
chr1	1258553.0	1258555.0	0.01
chr1	1259069.0	1259071.0	0.01
chr1	1259697.0	1259699.0	0.03
chr1	1259908.0	1259910.0	0.01
chr1	1259946.0	1259948.0	0.46
chr1	1260156.0	1260158.0	0.66
chr1	1260495.0	1260497.0	0.93
chr1	1261346.0	1261348.0	0.98
chr1	1261352.0	1261354.0	0.85
chr1	1261796.0	1261798.0	0.87
chr1	1262716.0	1262718.0	0.6
chr1	1262817.0	1262819.0	0.94
chr1	1263238.0	1263240.0	0.51
chr1	1264264.0	1264266.0	0.49
chr1	1265353.0	1265355.0	0.52
chr1	1266177.0	1266179.0	0.53
chr1	1266467.0	1266469.0	0.45
chr1	1266503.0	1266505.0	0.61
chr1	1266547.0	1266549.0	0.48
chr1	1266656.0	1266658.0	0.69
chr1	1266699.0	1266701.0	0.83
chr1	1266780.0	1266782.0	0.84
chr1	1267116.0	1267118.0	0.69
chr1	1267192.0	1267194.0	0.68
chr1	1267200.0	1267202.0	0.53
chr1	1267251.0	1267253.0	0.52
chr1	1267435.0	1267437.0	0.46
chr1	1267558.0	1267560.0	0.57
chr1	1267744.0	1267746.0	0.61
chr1	1268143.0	1268145.0	0.6
chr1	1268242.0	1268244.0	0.7
chr1	1268468.0	1268470.0	0.58
chr1	1268792.0	1268794.0	0.93
chr1	1268941.0	1268943.0	0.77
chr1	1269218.0	1269220.0	0.97
chr1	1269398.0	1269400.0	0.98
chr1	1270136.0	1270138.0	0.91
chr1	1270994.0	1270996.0	0.85
chr1	1271477.0	1271479.0	0.95
chr1	1271759.0	1271761.0	0.9
chr1	1271861.0	1271863.0	0.98
chr1	1272397.0	1272399.0	0.87
chr1	1272414.0	1272416.0	0.97
chr1	1272558.0	1272560.0	0.98
chr1	1273374.0	1273376.0	0.98
chr1	1273441.0	1273443.0	0.94
chr1	1274419.0	1274421.0	0.86
chr1	1275136.0	1275138.0	0.8
chr1	1275577.0	1275579.0	0.99
chr1	1275713.0	1275715.0	0.94
chr1	1276018.0	1276020.0	0.93
chr1	1277440.0	1277442.0	0.95
chr1	1277464.0	1277466.0	0.8
chr1	1277498.0	1277500.0	0.92
chr1	1277911.0	1277913.0	0.88
chr1	1277994.0	1277996.0	0.94
chr1	1280156.0	1280158.0	0.09
chr1	1281004.0	1281006.0	0.02
chr1	1281621.0	1281623.0	0.09
chr1	1282741.0	1282743.0	0.02
chr1	1284267.0	1284269.0	0.01
chr1	1284315.0	1284317.0	0.59
chr1	1284439.0	1284441.0	0.45
chr1	1285238.0	1285240.0	0.38
chr1	1286916.0	1286918.0	0.4
chr1	1287258.0	1287260.0	0.39
chr1	1288585.0	1288587.0	0.22
chr1	1288925.0	1288927.0	0.29
chr1	1289805.0	1289807.0	0.35
chr1	1289834.0	1289836.0	0.57
chr1	1290091.0	1290093.0	0.5
chr1	1290553.0	1290555.0	0.18
chr1	1290707.0	1290709.0	0.23
chr1	1290711.0	1290713.0	0.22
chr1	1292637.0	1292639.0	0.34
chr1	1293867.0	1293869.0	0.45
chr1	1294005.0	1294007.0	0.47
chr1	1294017.0	1294019.0	0.57
chr1	1294628.0	1294630.0	0.24
chr1	1294880.0	1294882.0	0.88
chr1	1295076.0	1295078.0	0.47
chr1	1295146.0	1295148.0	0.49
chr1	1296092.0	1296094.0	0.38
chr1	1296487.0	1296489.0	0.46
chr1	1296670.0	1296672.0	0.28
chr1	1296955.0	1296957.0	0.21
chr1	1297201.0	1297203.0	0.71
chr1	1297239.0	1297241.0	0.28
chr1	1297566.0	1297568.0	0.81
chr1	1297575.0	1297577.0	0.68
chr1	1306945.0	1306947.0	0.91
chr1	1309160.0	1309162.0	0.21
chr1	1309330.0	1309332.0	0.07
chr1	1309476.0	1309478.0	0.04
chr1	1309640.0	1309642.0	0.01
chr1	1310122.0	1310124.0	0.09
chr1	1310146.0	1310148.0	0.09
chr1	1310279.0	1310281.0	0.03
chr1	1310714.0	1310716.0	0.71
chr1	1310774.0	1310776.0	0.82
chr1	1310814.0	1310816.0	0.95
chr1	1310977.0	1310979.0	0.96
chr1	1311908.0	1311910.0	0.95
chr1	1312143.0	1312145.0	0.91
chr1	1313143.0	1313145.0	0.98
chr1	1321868.0	1321870.0	0.93
chr1	1321913.0	1321915.0	0.94
chr1	1322460.0	1322462.0	0.97
chr1	1322653.0	1322655.0	0.88
chr1	1322782.0	1322784.0	0.85
chr1	1322788.0	1322790.0	0.88
chr1	1322922.0	1322924.0	0.92
chr1	1323191.0	1323193.0	0.94
chr1	1326151.0	1326153.0	0.89
chr1	1326203.0	1326205.0	0.9
chr1	1328032.0	1328034.0	0.12
chr1	1329035.0	1329037.0	0.08
chr1	1329043.0	1329045.0	0.03
chr1	1331802.0	1331804.0	0.06
chr1	1333777.0	1333779.0	0.11
chr1	1334035.0	1334037.0	0.01
chr1	1334333.0	1334335.0	0.01
chr1	1334507.0	1334509.0	0.01
chr1	1334574.0	1334576.0	0.01
chr1	1334790.0	1334792.0	0.04
chr1	1334797.0	1334799.0	0.01
chr1	1334802.0	1334804.0	0.04
chr1	1334813.0	1334815.0	0.08
chr1	1335314.0	1335316.0	0.01
chr1	1335423.0	1335425.0	0.56
chr1	1335600.0	1335602.0	0.94
chr1	1335705.0	1335707.0	0.06
chr1	1336591.0	1336593.0	0.01
chr1	1337541.0	1337543.0	0.05
chr1	1338099.0	1338101.0	0.01
chr1	1341851.0	1341853.0	0.01
chr1	1342229.0	1342231.0	0.01
chr1	1342360.0	1342362.0	0.07
chr1	1342557.0	1342559.0	0.01
chr1	1342565.0	1342567.0	0.03
chr1	1342794.0	1342796.0	0.03
chr1	1343076.0	1343078.0	0.03
chr1	1343129.0	1343131.0	0.91
chr1	1343133.0	1343135.0	0.95
chr1	1343259.0	1343261.0	0.81
chr1	1343354.0	1343356.0	0.93
chr1	1347670.0	1347672.0	0.87
chr1	1347831.0	1347833.0	0.81
chr1	1348791.0	1348793.0	0.77
chr1	1353637.0	1353639.0	0.75
chr1	1355234.0	1355236.0	0.6
chr1	1355998.0	1356000.0	0.83
chr1	1356564.0	1356566.0	0.83
chr1	1356727.0	1356729.0	0.49
chr1	1356763.0	1356765.0	0.64
chr1	1356901.0	1356903.0	0.59
chr1	1357360.0	1357362.0	0.7
chr1	1358015.0	1358017.0	0.66
chr1	1358093.0	1358095.0	0.98
chr1	1358108.0	1358110.0	0.52
chr1	1360498.0	1360500.0	0.61
chr1	1360969.0	1360971.0	0.63
chr1	1361076.0	1361078.0	0.68
chr1	1361654.0	1361656.0	0.02
chr1	1361665.0	1361667.0	0.03
chr1	1361728.0	1361730.0	0.23
chr1	1362339.0	1362341.0	0.67
chr1	1363290.0	1363292.0	0.3
chr1	1365910.0	1365912.0	0.57
chr1	1366205.0	1366207.0	0.51
chr1	1366273.0	1366275.0	0.25
chr1	1368845.0	1368847.0	0.55
chr1	1369465.0	1369467.0	0.55
chr1	1369615.0	1369617.0	0.57
chr1	1369771.0	1369773.0	0.49
chr1	1369792.0	1369794.0	0.53
chr1	1369933.0	1369935.0	0.45
chr1	1369947.0	1369949.0	0.09
chr1	1370721.0	1370723.0	0.53
chr1	1370767.0	1370769.0	0.61
chr1	1370774.0	1370776.0	0.55
chr1	1371346.0	1371348.0	0.61
chr1	1372676.0	1372678.0	0.96
chr1	1373043.0	1373045.0	0.69
chr1	1373315.0	1373317.0	0.98
chr1	1373677.0	1373679.0	0.98
chr1	1374309.0	1374311.0	0.9
chr1	1374600.0	1374602.0	0.84
chr1	1374668.0	1374670.0	0.81
chr1	1375447.0	1375449.0	0.53
chr1	1375479.0	1375481.0	0.91
chr1	1375555.0	1375557.0	0.31
chr1	1375844.0	1375846.0	0.61
chr1	1375966.0	1375968.0	0.67
chr1	1376050.0	1376052.0	0.45
chr1	1376739.0	1376741.0	0.81
chr1	1377655.0	1377657.0	0.38
chr1	1378059.0	1378061.0	0.7
chr1	1384090.0	1384092.0	0.49
chr1	1390201.0	1390203.0	0.55
chr1	1391054.0	1391056.0	0.36
chr1	1391101.0	1391103.0	0.34
chr1	1396278.0	1396280.0	0.49
chr1	1396295.0	1396297.0	0.52
chr1	1397523.0	1397525.0	0.7
chr1	1397836.0	1397838.0	0.79
chr1	1397895.0	1397897.0	0.34
chr1	1398347.0	1398349.0	0.32
chr1	1404169.0	1404171.0	0.03
chr1	1406265.0	1406267.0	0.01
chr1	1406605.0	1406607.0	0.01
chr1	1406844.0	1406846.0	0.01
chr1	1406954.0	1406956.0	0.01
chr1	1407065.0	1407067.0	0.07
chr1	1407644.0	1407646.0	0.97
chr1	1411601.0	1411603.0	0.94
chr1	1412644.0	1412646.0	0.96
chr1	1420226.0	1420228.0	0.87
chr1	1420536.0	1420538.0	0.98
chr1	1431504.0	1431506.0	0.04
chr1	1441054.0	1441056.0	0.02
chr1	1444415.0	1444417.0	0.03
chr1	1444994.0	1444996.0	0.01
chr1	1446839.0	1446841.0	0.02
chr1	1447046.0	1447048.0	0.2
chr1	1447200.0	1447202.0	0.01
chr1	1447234.0	1447236.0	0.01
chr1	1449753.0	1449755.0	0.86
chr1	1449955.0	1449957.0	0.98
chr1	1450186.0	1450188.0	0.8
chr1	1455302.0	1455304.0	0.98
chr1	1458175.0	1458177.0	0.82
chr1	1459027.0	1459029.0	0.84
chr1	1460331.0	1460333.0	0.93
chr1	1460463.0	1460465.0	0.99
chr1	1462753.0	1462755.0	0.96
chr1	1462972.0	1462974.0	0.96
chr1	1464508.0	1464510.0	0.81
chr1	1468449.0	1468451.0	0.97
chr1	1469786.0	1469788.0	0.97
chr1	1470160.0	1470162.0	0.95
chr1	1470806.0	1470808.0	0.84
chr1	1470835.0	1470837.0	0.67
chr1	1470904.0	1470906.0	0.75
chr1	1471016.0	1471018.0	0.64
chr1	1471209.0	1471211.0	0.97
chr1	1471937.0	1471939.0	0.93
chr1	1472078.0	1472080.0	0.98
chr1	1472145.0	1472147.0	0.76
chr1	1473140.0	1473142.0	0.97
chr1	1473146.0	1473148.0	0.91
chr1	1473192.0	1473194.0	0.95
chr1	1473318.0	1473320.0	0.97
chr1	1473369.0	1473371.0	0.95
chr1	1473442.0	1473444.0	0.57
chr1	1473746.0	1473748.0	0.64
chr1	1474223.0	1474225.0	0.7
chr1	1474398.0	1474400.0	0.44
chr1	1475142.0	1475144.0	0.55
chr1	1475208.0	1475210.0	0.68
chr1	1475264.0	1475266.0	0.6
chr1	1475643.0	1475645.0	0.59
chr1	1475674.0	1475676.0	0.85
chr1	1475736.0	1475738.0	0.68
chr1	1475741.0	1475743.0	0.98
chr1	1476268.0	1476270.0	0.69
chr1	1476550.0	1476552.0	0.78
chr1	1476660.0	1476662.0	0.96
chr1	1476844.0	1476846.0	0.77
chr1	1477024.0	1477026.0	0.96
chr1	1477097.0	1477099.0	0.96
chr1	1477122.0	1477124.0	0.91
chr1	1477193.0	1477195.0	0.98
chr1	1477615.0	1477617.0	0.97
chr1	1477930.0	1477932.0	0.84
chr1	1478169.0	1478171.0	0.83
chr1	1478664.0	1478666.0	0.91
chr1	1478679.0	1478681.0	0.92
chr1	1478826.0	1478828.0	0.96
chr1	1479237.0	1479239.0	0.98
chr1	1480602.0	1480604.0	0.82
chr1	1483129.0	1483131.0	0.96
chr1	1483205.0	1483207.0	0.78
chr1	1483256.0	1483258.0	0.81
chr1	1486458.0	1486460.0	0.97
chr1	1487067.0	1487069.0	0.94
chr1	1487265.0	1487267.0	0.97
chr1	1487444.0	1487446.0	0.93
chr1	1487537.0	1487539.0	0.97
chr1	1488580.0	1488582.0	0.86
chr1	1489543.0	1489545.0	0.54
chr1	1489792.0	1489794.0	0.94
chr1	1490215.0	1490217.0	0.95
chr1	1490675.0	1490677.0	0.91
chr1	1490808.0	1490810.0	0.91
chr1	1490905.0	1490907.0	0.93
chr1	1492512.0	1492514.0	0.97
chr1	1494640.0	1494642.0	0.98
chr1	1494725.0	1494727.0	0.88
chr1	1496409.0	1496411.0	0.8
chr1	1496761.0	1496763.0	0.93
chr1	1496855.0	1496857.0	0.95
chr1	1496933.0	1496935.0	0.94
chr1	1496935.0	1496937.0	0.54
chr1	1498080.0	1498082.0	0.91
chr1	1500092.0	1500094.0	0.95
chr1	1500957.0	1500959.0	0.05
chr1	1502605.0	1502607.0	0.11
chr1	1507137.0	1507139.0	0.01
chr1	1509361.0	1509363.0	0.01
chr1	1509832.0	1509834.0	0.01
chr1	1509871.0	1509873.0	0.04
chr1	1510358.0	1510360.0	0.02
chr1	1510363.0	1510365.0	0.05
chr1	1510426.0	1510428.0	0.06
chr1	1510565.0	1510567.0	0.09
chr1	1510597.0	1510599.0	0.55
chr1	1510718.0	1510720.0	0.53
chr1	1510723.0	1510725.0	0.69
chr1	1510882.0	1510884.0	0.57
chr1	1513876.0	1513878.0	0.79
chr1	1525421.0	1525423.0	0.71
chr1	1525451.0	1525453.0	0.68
chr1	1525487.0	1525489.0	0.09
chr1	1533851.0	1533853.0	0.02
chr1	1534391.0	1534393.0	0.5
chr1	1534513.0	1534515.0	0.71
chr1	1534983.0	1534985.0	0.8
chr1	1535154.0	1535156.0	0.54
chr1	1536053.0	1536055.0	0.92
chr1	1536100.0	1536102.0	0.43
chr1	1537542.0	1537544.0	0.36
chr1	1539922.0	1539924.0	0.27
chr1	1543827.0	1543829.0	0.17
chr1	1546690.0	1546692.0	0.27
chr1	1549614.0	1549616.0	0.08
chr1	1549698.0	1549700.0	0.03
chr1	1549798.0	1549800.0	0.01
chr1	1549817.0	1549819.0	0.02
chr1	1550030.0	1550032.0	0.01
chr1	1550478.0	1550480.0	0.01
chr1	1550647.0	1550649.0	0.02
chr1	1550659.0	1550661.0	0.04
chr1	1550769.0	1550771.0	0.01
chr1	1550772.0	1550774.0	0.05
chr1	1550778.0	1550780.0	0.16
chr1	1550863.0	1550865.0	0.43
chr1	1550878.0	1550880.0	0.96
chr1	1550885.0	1550887.0	0.98
chr1	1551963.0	1551965.0	0.79
chr1	1552795.0	1552797.0	0.84
chr1	1553404.0	1553406.0	0.85
chr1	1555395.0	1555397.0	0.93
chr1	1556706.0	1556708.0	0.98
chr1	1558096.0	1558098.0	0.74
chr1	1558621.0	1558623.0	0.83
chr1	1558725.0	1558727.0	0.94
chr1	1558935.0	1558937.0	0.69
chr1	1559154.0	1559156.0	0.92
chr1	1560530.0	1560532.0	0.93
chr1	1560893.0	1560895.0	0.94
chr1	1562109.0	1562111.0	0.67
chr1	1562396.0	1562398.0	0.86
chr1	1562534.0	1562536.0	0.97
chr1	1562770.0	1562772.0	0.75
chr1	1563000.0	1563002.0	0.7
chr1	1563095.0	1563097.0	0.76
chr1	1563499.0	1563501.0	0.7
chr1	1564421.0	1564423.0	0.63
chr1	1564424.0	1564426.0	0.67
chr1	1564481.0	1564483.0	0.77
chr1	1564919.0	1564921.0	0.67
chr1	1565024.0	1565026.0	0.68
chr1	1565026.0	1565028.0	0.6
chr1	1565540.0	1565542.0	0.6
chr1	1565855.0	1565857.0	0.62
chr1	1565930.0	1565932.0	0.17
chr1	1566350.0	1566352.0	0.32
chr1	1566373.0	1566375.0	0.51
chr1	1566686.0	1566688.0	0.29
chr1	1566698.0	1566700.0	0.16
chr1	1581602.0	1581604.0	0.01
chr1	1583009.0	1583011.0	0.03
chr1	1590290.0	1590292.0	0.02
chr1	1590442.0	1590444.0	0.11
chr1	1590446.0	1590448.0	0.01
chr1	1590631.0	1590633.0	0.89
chr1	1590639.0	1590641.0	0.98
chr1	1590716.0	1590718.0	0.95
chr1	1590940.0	1590942.0	0.93
chr1	1597085.0	1597087.0	0.86
chr1	1597453.0	1597455.0	0.98
chr1	1597526.0	1597528.0	0.97
chr1	1597719.0	1597721.0	0.85
chr1	1599977.0	1599979.0	0.9
chr1	1601102.0	1601104.0	0.94
chr1	1602480.0	1602482.0	0.91
chr1	1602584.0	1602586.0	0.89
chr1	1602655.0	1602657.0	0.86
chr1	1602684.0	1602686.0	0.91
chr1	1604297.0	1604299.0	0.65
chr1	1606205.0	1606207.0	0.63
chr1	1606291.0	1606293.0	0.43
chr1	1606360.0	1606362.0	0.62
chr1	1606556.0	1606558.0	0.79
chr1	1609387.0	1609389.0	0.96
chr1	1609550.0	1609552.0	0.96
chr1	1609971.0	1609973.0	0.96
chr1	1610659.0	1610661.0	0.97
chr1	1611936.0	1611938.0	0.89
chr1	1611998.0	1612000.0	0.98
chr1	1614008.0	1614010.0	0.49
chr1	1625701.0	1625703.0	0.68
chr1	1655628.0	1655630.0	0.08
chr1	1669147.0	1669149.0	0.94
chr1	1677540.0	1677542.0	0.75
chr1	1680231.0	1680233.0	0.97
chr1	1681920.0	1681922.0	0.95
chr1	1683175.0	1683177.0	0.9
chr1	1683737.0	1683739.0	0.89
chr1	1683795.0	1683797.0	0.87
chr1	1683871.0	1683873.0	0.91
chr1	1684094.0	1684096.0	0.99
chr1	1684310.0	1684312.0	0.79
chr1	1684398.0	1684400.0	0.93
chr1	1685552.0	1685554.0	0.96
chr1	1685853.0	1685855.0	0.98
chr1	1685969.0	1685971.0	0.96
chr1	1686079.0	1686081.0	0.88
chr1	1687531.0	1687533.0	0.86
chr1	1687728.0	1687730.0	0.85
chr1	1688122.0	1688124.0	0.89
chr1	1688382.0	1688384.0	0.98
chr1	1688445.0	1688447.0	0.7
chr1	1688882.0	1688884.0	0.56
chr1	1688975.0	1688977.0	0.58
chr1	1689011.0	1689013.0	0.5
chr1	1689451.0	1689453.0	0.52
chr1	1689609.0	1689611.0	0.88
chr1	1689886.0	1689888.0	0.94
chr1	1690388.0	1690390.0	0.98
chr1	1690839.0	1690841.0	0.95
chr1	1691816.0	1691818.0	0.88
chr1	1691915.0	1691917.0	0.64
chr1	1691996.0	1691998.0	0.58
chr1	1692061.0	1692063.0	0.51
chr1	1693367.0	1693369.0	0.92
chr1	1695390.0	1695392.0	0.09
chr1	1695508.0	1695510.0	0.04
chr1	1696691.0	1696693.0	0.01
chr1	1709202.0	1709204.0	0.01
chr1	1709596.0	1709598.0	0.01
chr1	1710157.0	1710159.0	0.02
chr1	1710207.0	1710209.0	0.06
chr1	1710228.0	1710230.0	0.32
chr1	1710264.0	1710266.0	0.75
chr1	1710560.0	1710562.0	0.14
chr1	1710662.0	1710664.0	0.71
chr1	1711068.0	1711070.0	0.19
chr1	1711184.0	1711186.0	0.37
chr1	1712020.0	1712022.0	0.42
chr1	1712884.0	1712886.0	0.13
chr1	1713675.0	1713677.0	0.08
chr1	1713943.0	1713945.0	0.08
chr1	1713949.0	1713951.0	0.8
chr1	1714000.0	1714002.0	0.96
chr1	1714139.0	1714141.0	0.93
chr1	1714270.0	1714272.0	0.95
chr1	1715038.0	1715040.0	0.96
chr1	1717821.0	1717823.0	0.85
chr1	1718808.0	1718810.0	0.83
chr1	1718834.0	1718836.0	0.91
chr1	1718851.0	1718853.0	0.96
chr1	1727795.0	1727797.0	0.94
chr1	1731414.0	1731416.0	0.93
chr1	1735886.0	1735888.0	0.36
chr1	1747242.0	1747244.0	0.83
chr1	1750559.0	1750561.0	0.49
chr1	1765439.0	1765441.0	0.84
chr1	1774321.0	1774323.0	0.93
chr1	1790216.0	1790218.0	0.87
chr1	1795407.0	1795409.0	0.72
chr1	1795944.0	1795946.0	0.49
chr1	1804255.0	1804257.0	0.05
chr1	1812358.0	1812360.0	0.02
chr1	1813726.0	1813728.0	0.01
chr1	1820655.0	1820657.0	0.04
chr1	1821421.0	1821423.0	0.01
chr1	1821980.0	1821982.0	0.03
chr1	1822065.0	1822067.0	0.03
chr1	1822398.0	1822400.0	0.03
chr1	1822400.0	1822402.0	0.08
chr1	1822861.0	1822863.0	0.15
chr1	1822882.0	1822884.0	0.45
chr1	1822911.0	1822913.0	0.36
chr1	1822971.0	1822973.0	0.34
chr1	1823304.0	1823306.0	0.35
chr1	1823378.0	1823380.0	0.58
chr1	1825860.0	1825862.0	0.02
chr1	1830692.0	1830694.0	0.73
chr1	1833077.0	1833079.0	0.06
chr1	1837872.0	1837874.0	0.04
chr1	1838517.0	1838519.0	0.05
chr1	1839958.0	1839960.0	0.01
chr1	1840200.0	1840202.0	0.45
chr1	1840435.0	1840437.0	0.72
chr1	1840481.0	1840483.0	0.29
chr1	1840729.0	1840731.0	0.45
chr1	1841313.0	1841315.0	0.56
chr1	1843939.0	1843941.0	0.56
chr1	1844800.0	1844802.0	0.51
chr1	1845395.0	1845397.0	0.67
chr1	1845939.0	1845941.0	0.43
chr1	1846000.0	1846002.0	0.61
chr1	1846045.0	1846047.0	0.83
chr1	1846097.0	1846099.0	0.72
chr1	1846153.0	1846155.0	0.8
chr1	1846339.0	1846341.0	0.78
chr1	1846590.0	1846592.0	0.89
chr1	1847863.0	1847865.0	0.79
chr1	1848648.0	1848650.0	0.07
chr1	1849072.0	1849074.0	0.02
chr1	1849194.0	1849196.0	0.01
chr1	1849304.0	1849306.0	0.04
chr1	1850274.0	1850276.0	0.04
chr1	1850413.0	1850415.0	0.04
chr1	1850581.0	1850583.0	0.02
chr1	1850732.0	1850734.0	0.02
chr1	1850735.0	1850737.0	0.03
chr1	1850737.0	1850739.0	0.03
chr1	1850924.0	1850926.0	0.03
chr1	1850931.0	1850933.0	0.01
chr1	1851034.0	1851036.0	0.09
chr1	1851055.0	1851057.0	0.12
chr1	1851082.0	1851084.0	0.37
chr1	1851134.0	1851136.0	0.53
chr1	1851164.0	1851166.0	0.64
chr1	1851346.0	1851348.0	0.47
chr1	1851371.0	1851373.0	0.93
chr1	1851383.0	1851385.0	0.95
chr1	1851415.0	1851417.0	0.8
chr1	1851438.0	1851440.0	0.73
chr1	1851473.0	1851475.0	0.68
chr1	1851541.0	1851543.0	0.93
chr1	1851909.0	1851911.0	0.81
chr1	1852163.0	1852165.0	0.51
chr1	1852215.0	1852217.0	0.59
chr1	1852237.0	1852239.0	0.62
chr1	1852603.0	1852605.0	0.55
chr1	1854472.0	1854474.0	0.16
chr1	1855302.0	1855304.0	0.6
chr1	1855323.0	1855325.0	0.58
chr1	1856072.0	1856074.0	0.51
chr1	1856511.0	1856513.0	0.51
chr1	1857513.0	1857515.0	0.59
chr1	1858036.0	1858038.0	0.56
chr1	1858105.0	1858107.0	0.7
chr1	1858285.0	1858287.0	0.77
chr1	1859246.0	1859248.0	0.48
chr1	1859437.0	1859439.0	0.53
chr1	1860126.0	1860128.0	0.51
chr1	1860132.0	1860134.0	0.77
chr1	1860336.0	1860338.0	0.47
chr1	1861674.0	1861676.0	0.62
chr1	1861805.0	1861807.0	0.61
chr1	1861921.0	1861923.0	0.44
chr1	1868500.0	1868502.0	0.6
chr1	1868637.0	1868639.0	0.52
chr1	1870494.0	1870496.0	0.62
chr1	1871161.0	1871163.0	0.51
chr1	1871277.0	1871279.0	0.4
chr1	1871822.0	1871824.0	0.52
chr1	1871962.0	1871964.0	0.64
chr1	1872032.0	1872034.0	0.58
chr1	1873498.0	1873500.0	0.67
chr1	1873749.0	1873751.0	0.66
chr1	1874139.0	1874141.0	0.33
chr1	1874487.0	1874489.0	0.56
chr1	1874741.0	1874743.0	0.03
chr1	1875779.0	1875781.0	0.6
chr1	1875802.0	1875804.0	0.85
chr1	1875875.0	1875877.0	0.45
chr1	1876014.0	1876016.0	0.36
chr1	1877534.0	1877536.0	0.64
chr1	1877729.0	1877731.0	0.88
chr1	1878564.0	1878566.0	0.64
chr1	1882618.0	1882620.0	0.81
chr1	1885947.0	1885949.0	0.6
chr1	1886500.0	1886502.0	0.57
chr1	1886542.0	1886544.0	0.63
chr1	1886764.0	1886766.0	0.51
chr1	1888281.0	1888283.0	0.48
chr1	1888446.0	1888448.0	0.74
chr1	1889098.0	1889100.0	0.8
chr1	1889212.0	1889214.0	0.09
chr1	1890151.0	1890153.0	0.46
chr1	1890170.0	1890172.0	0.49
chr1	1891577.0	1891579.0	0.44
chr1	1893501.0	1893503.0	0.61
chr1	1895060.0	1895062.0	0.68
chr1	1895205.0	1895207.0	0.58
chr1	1896428.0	1896430.0	0.46
chr1	1896469.0	1896471.0	0.45
chr1	1897584.0	1897586.0	0.53
chr1	1897784.0	1897786.0	0.64
chr1	1897958.0	1897960.0	0.39
chr1	1901072.0	1901074.0	0.59
chr1	1903365.0	1903367.0	0.48
chr1	1903424.0	1903426.0	0.65
chr1	1905079.0	1905081.0	0.44
chr1	1905574.0	1905576.0	0.51
chr1	1905617.0	1905619.0	0.54
chr1	1906620.0	1906622.0	0.6
chr1	1906946.0	1906948.0	0.36
chr1	1910584.0	1910586.0	0.6
chr1	1911068.0	1911070.0	0.42
chr1	1911385.0	1911387.0	0.43
chr1	1912605.0	1912607.0	0.55
chr1	1913526.0	1913528.0	0.45
chr1	1913543.0	1913545.0	0.55
chr1	1913798.0	1913800.0	0.51
chr1	1914123.0	1914125.0	0.82
chr1	1914596.0	1914598.0	0.56
chr1	1916343.0	1916345.0	0.17
chr1	1916893.0	1916895.0	0.41
chr1	1917910.0	1917912.0	0.09
chr1	1920338.0	1920340.0	0.65
chr1	1920666.0	1920668.0	0.18
chr1	1920797.0	1920799.0	0.12
